Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
26-Apr-2011,2011,Unprovoked,United States,Florida,"Riviera Beach, Palm Beach County",spearfishing,M,32,N,,"J. Wigham III, Palm Beach Post, 4/27/2011",0,fishing
23-Apr-2011,2011,Unprovoked,Australia,Western Australia,Red Bluffs,washing sand off a speared fish,M,17,N,15h00,"T. Peake, GSAF",0,fishing
22-Apr-2011,2011,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,49,N,15h30,S. Petersohn,0,surfing
16-Apr-2011,2011,Unprovoked,New Zealand,South Island,Snapper Point,surfing,M,41,N,Afternoon,"R.D. Weeks, GSAF",0,surfing
13-Apr-2011,2011,Unprovoked,Indonesia,Bali,Balian,surfing,M,28,N,Morning,"A.Brenneka, SharkAttackSurvivors.com",0,surfing
08-Apr-2011,2011,Unprovoked,Fiji,Vitu Levu,"Malake Island, Ra Province",diving,M,27,N,Afternoon,"Bula Namaste, 4/10/2011",0,Other
Reported 29-Mar-2011,2011,Provoked,United States,Texas,Matagorda Beach,"standing, holding shark pup",M,28,N,,"You Tube, Baby Blacktip Shark Attack - How NOT to hold a shark.",0,floating/standing
24-Mar-2011,2011,Unprovoked,Mexico,Quintana Roo,"Gaviotas Beach, Cancun",swimming,F,28,N,,"Canadian press, 3/25/2011",0,swimming
23-Mar-2011,2011,Unprovoked,Australia,New South Wales,Crowdy Head,surfing,M,48,N,17h45,"Nine News, 3/24/2011",0,surfing
21-Mar-2011,2011,Unprovoked,Mexico,Quintana Roo,nan,swimming,M,46,N,,"Mississauga.net, 3/29/2011",0,swimming
21-Mar-2011,2011,Unprovoked,Fiji,nan,Nukudamu,diving / fishing,M,30,N,16h00,"Fiji Times Online, 3/24/2011",0,fishing
16-Mar-2011,2011,Unprovoked,Australia,New South Wales,"Jimmys Beach, Port Stephens",wakeboarding,F,24,N,13h00,"The Sydney Morning Herald, 3/17/2011",0,boarding
10-Mar-2011,2011,Unprovoked,Australia,New South Wales,"Tallow Beach, Byron Bay",surfing,M,28,N,,"Northern Star, 3/11/2011",0,surfing
Reported 28-Feb-2011,2011,Provoked,Australia,Queensland,Between,fishing,M,36,N,10h45,"C. Eksander, GSAF",0,fishing
23-Feb-2011,2011,Unprovoked,New Caledonia,Loyalty Islands,"Bay Of Bweedro, Ouvéa",spearfishing,M,21,N,Early afternoon,"Les Nouvelles Caledoniennes, 2/25/2011",0,fishing
18-Feb-2011,2011,Unprovoked,Reunion,Saint Gilles,Trois-Roches,surfing,M,32,N,18h30,"Clicanoo.com, 2/21/2011",0,surfing
17-Feb-2011,2011,Unprovoked,Australia,South Australia,Off Perforated Island Near Coffin Bay,diving for abalone,M,49,Y,18h20,"T. Peake, GSAF",1,Other
13-Feb-2011,2011,Provoked,Australia,Queensland,Sunshine Beach,fishing,M,28,N,10h40,"Courier-Mail, 2/14/2011",0,fishing
12-Feb-2011,2011,Unprovoked,Australia,Western Australia,Exmouth,snorkeling,M,58,N,Late afternoon,"T. Peake, GSAF",0,snorkeling
Reported 04-Feb-2011,2011,Provoked,Mexico,Colima,"Manzanillo, Revillagigedo Islands",shark fishing on the ricardo astorga,M,28,N,,"AngelGuardianMX, 2/4/2011",0,fishing
02-Feb-2011,2011,Unprovoked,South Africa,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",surf fishing,M,37,N,,"Iafrica.com, 2/2/2011",0,surfing
31-Jan-2011,2011,Unprovoked,Mexico,Quintana Roo,Cancun,swimming,F,38,N,12h00,"El Diario de Yucatan, 2/1/2011",0,swimming
28-Jan-2011,2011,Provoked,Mexico,Colima,Revillagigedo Islands,shark fishing on the don agustín-vi.,M,25,N,,"Sun Sentinel, 1/30/2011",0,fishing
26-Jan-2011,2011,Unprovoked,Bahamas,West End,Tiger Beach,scuba diving,M,55,N,15h00,J. Abernethy,0,diving
15-Jan-2011,2011,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. John'S",surfing,M,16,Y,12h30,"The Mercury, 1/15/211",1,surfing
Reported 12-Jan 2011,2011,Unprovoked,Mexico,Quintana Roo,Xcalak,attempting to fix motor,M,37,N,,Sharksurvivors.com,0,Other
03-Jan-2011,2011,Watercraft,Australia,Western Australia,Busselton,fishing,,28,N,12h00,"S. Gordon, Sky News, 1/4/2011",0,fishing
26-Dec-2010,2010,Unprovoked,United States,Hawaii,"Kahului, Maui",body boarding,M,16,N,15h35,"J. Howard, Surfing, 12/27/2010",0,boarding
17-Dec-2010,2010,Unprovoked,Fiji,Vitu Levu,Sigatoka,surfing,M,28,N,AM,"Fiji Times Online, 12/19/2010",0,surfing
11-Dec-2010,2010,Unprovoked,United States,Hawaii,"Tavares Bay, Maui",surfing,M,46,N,13h51,"Maui News, 12/14/2010",0,surfing
05-Dec-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,"Middle Garden, Sharm El-Shiekh",snorkeling,F,70,Y,12h00,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",1,snorkeling
Reported 03-Dec-2010,2010,Unprovoked,Indonesia,Bali,Balian,surfing,M,28,N,,"M. Trott, Indo Surf Life, 12/5/2010",0,surfing
01-Dec-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,"Ras Nasrani, Sharm El-Sheikh",snorkeling,M,54,N,11h00,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",0,snorkeling
01-Dec-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,"Ras Nasrani, Sharm El-Sheikh",snorkeling,M,46,N,10h55,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",0,snorkeling
30-Nov-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,"Coral Bay, Sharm El-Sheikh",snorkeling,F,70,N,14h55,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",0,snorkeling
30-Nov-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,"Coral Bay, Sharm El-Sheikh",snorkeling,F,48,N,14h40,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",0,snorkeling
19-Nov-2010,2010,Provoked,United States,Palmyra Atoll,nan,snorkeling,M,33,N,13h30,"Sunday News, 12/12/2010",0,snorkeling
15-Nov-2010,2010,Unprovoked,Dominican Republic,nan,Boca Chica,diving,M,21,Y,Morning,"Dominican Today, 11/15/2010",1,Other
14-Nov-2010,2010,Unprovoked,Indonesia,Bali,Balian,surfing,M,28,N,,Bali Waves,0,surfing
Reported 12-Nov-2010,2010,Watercraft,Australia,Western Australia,Between Carnac And Garden Islands,fishing,M,28,N,Night,R. Hidding,0,fishing
30-Oct-2010,2010,Unprovoked,Australia,Western Australia,Off Garden Island,snorkeling,F,20,N,12h30,"Perth Now, 10/30/2010",0,snorkeling
Reported 28-Oct-2010,2010,Unprovoked,Australia,Western Australia,Cheynes Beach,spearfishing,M,28,N,,"Albany & Great Southern Weekender, 10/28/2010",0,fishing
28-Oct-2010,2010,Unprovoked,United States,Oregon,Florence,surfing,M,28,N,15h20,R. Collier,0,surfing
25-Oct-2010,2010,Provoked,International Waters,nan,350 Miles From Faial Island,fishing,M,28,N,,"Jornal Diario, 10/26/2010",0,fishing
23-Oct-2010,2010,Unprovoked,United States,Maine,"Burnt Cove Near Eastport, Washington County",scuba diving,M,30,N,Afternoon,"Bangor Daily News, 10/27/2010",0,diving
23-Oct-2010,2010,Unprovoked,Australia,Western Australia,Wedge Island,kite surfing,M,14,N,,Sharksurvivors.com,0,surfing
22-Oct-2010,2010,Unprovoked,United States,California,"Surf Beach, Vandenberg Afb, Santa Barbara County",body boarding,M,19,Y,08h50,R. Collier,1,boarding
20-Oct-2010,2010,Unprovoked,Egypt,South Sinai Peninsula,Sharm El-Sheikh,snorkeling,F,28,N,A.M.,M. Salem; Y. Sobolev,0,snorkeling
09-Oct-2010,2010,Unprovoked,Australia,New South Wales,Mullaway Headland,surfing,M,22,N,13h30,"The Coffs Coast Advocate, 10/16/2010",0,surfing
02-Oct-2010,2010,Unprovoked,Bahamas,Exuma Islands,nan,snorkeling,M,28,N,,Sharksurvivors.com,0,snorkeling
02-Oct-2010,2010,Unprovoked,Bahamas,Abaco Islands,Elbow Cay,surfing,F,28,N,15h00,"The Tribune, 10/4/2010",0,surfing
01-Oct-2010,2010,Unprovoked,South Africa,Western Cape Province,"Melkbaai, Strand",surfing,M,28,N,14h30,"News24.com, 10/1/2010",0,surfing
27-Sep-2010,2010,Unprovoked,United States,Oregon,Winchester Bay,surfing,M,29,N,16h00,R. Collier,0,surfing
24-Sep-2010,2010,Unprovoked,United States,Virginia,Sandridge Beach,surfing,M,18,N,16h30,"K.Adams, The Virginian Pilot, 9/24/2010",0,surfing
21-Sep-2010,2010,Unprovoked,South Africa,Western Cape Province,Between Dyer Island And Pearly Beach,swimming,M,29,Y,,"Cape Argus, 9/25/2010",1,swimming
 13-Sep-2010,2010,Unprovoked,Australia,New South Wales,Fraser'S Reef,surfing,M,15,N,17h00,"Daily Telegraph, 9/16/2010",0,surfing
07-Sep-2010,2010,Unprovoked,United States,Florida,"St. Augustine, St. John'S County",swimming,M,27,N,,"St. Augustine Record, 9/9/2010",0,swimming
Reported 06-Sep-2010,2010,Unprovoked,Tonga,Ha'Api,nan,swimming /  whale watching,M,24,N,12h00,"New Zealand Herald, 9/6/2010",0,swimming
 04-Sep-2010,2010,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,28,N,,"CBS News, 9/10/2010",0,surfing
03-Sep-2010,2010,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,24,N,12h00,"S. Petersohn; Daytona Beach News-Journal, 9/3/2010",0,surfing
03-Sep-2010,2010,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,24,N,09h00,"S. Petersohn;            M. Johnson, Daytona Beach News-Journal, 9/3/2010",0,surfing
02-Sep-2010,2010,Unprovoked,Solomon Islands,Western Province,nan,,M,34,N,,"The Daily Telegraph, 9/3/2010",0,Unknown
18-Aug-2010,2010,Unprovoked,United States,Florida,Crescent Beach St. Johns County,boogie boarding,M,10,N,09h00,"Gainesville Sun, 8/18/2010",0,boarding
17-Aug-2010,2010,Unprovoked,Australia,Western Australia,Cowaramup Bay,surfing,M,31,Y,08h05,"The Australian, 8/17/2010",1,surfing
14-Aug-2010,2010,Watercraft,United States,California,"Pigeon Point, San Mateo County",kayak fishing,M,45,N,,"Mercury News, 8/15/2010",0,fishing
10-Aug-2010,2010,Provoked,Australia,Queensland,"Three Mile Creek, Townsville",fishing,F,28,N,19h00,"Courier-Mail, 8/10/2010",0,fishing
10-Aug-2010,2010,Unprovoked,South Korea,Jeju Province,Jeju Island,swimming,F,16,N,Late afternoon,"J. Williamson, Texarkana Gazette, 9/20/2010",0,swimming
08-Aug-2010,2010,Unprovoked,Australia,New South Wales,Crescent Head,surfing,M,47,N,08h00,"Macleay Argus, 8/10/2010",0,surfing
07-Aug-2010,2010,Unprovoked,United States,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",surfing,M,25,N,15h00,"C. Creswell, GSAF",0,surfing
07-Aug-2010,2010,Unprovoked,Malta,nan,"Off Fort St. Elmo, Valetta",windsurfing,M,35,N,,"A. Buttigieg, GSAF",0,surfing
02-Aug-2010,2010,Watercraft,United States,California,"Near Oil Rig Hondo, 5 Nm From Gaviota, Santa Barbara County",kayaking,M,28,N,12h40,"R. Collier, GSAF",0,kayaking
02-Aug-2010,2010,Unprovoked,United States,Florida,"Micklers Landing, St. Johns County",standing,F,37,N,11h00,"News4JAX, 8/2/2010",0,floating/standing
25-Jul-2010,2010,Unprovoked,United States,South Carolina,"Isle Of Palms, Charleston County",standing,M,16,N,,"C. Creswell, GSAF",0,floating/standing
23-Jul-2010,2010,Unprovoked,United States,Florida,"Jacksonville Beach, Duval County",surfing,M,20,N,16h30,"C. Creswell, GSAF",0,surfing
19-Jul-2010,2010,Unprovoked,United States,South Carolina,Myrtle Beach,swimming,M,10,N,10h35,"C. Creswell, GSAF",0,swimming
17-Jul-2010,2010,Unprovoked,United States,North Carolina,"Wrightsville Beach, New Hanover County",swimming,F,13,N,13h30,"C. Creswell, GSAF",0,swimming
17-Jul-2010,2010,Unprovoked,United States,Florida,New Smyrna Beach,surfing,M,55,N,,S. Petersohn,0,surfing
16-Jul-2010,2010,Provoked,Spain,Grand Canary Island,"Sardina Del Norte, Gáldar",swimming,M,9,N,19h15,"gáldahora, 7/16/2010",0,swimming
16-Jul-2010,2010,Unprovoked,United States,Texas,Galveston,fishing,M,28,N,,"NY Post, 7/16/2010",0,fishing
11-Jul-2010,2010,Provoked,United States,Florida,"Lauderdale-By-The-Sea, Broward County",fishing,M,28,N,,"News 7, 7/13/2010",0,fishing
04-Jul-2010,2010,Unprovoked,South Africa,Kwazulu-Natal,"Two Mile Reef, Sodwana Bay",snorkeling,F,21,N,,The Sowetan. 7/9/2010,0,snorkeling
03-Jul-2010,2010,Provoked,United States,New York,Off Long Island,fishing,M,20,N,12h30,NBC,0,fishing
02-Jul-2010,2010,Unprovoked,United States,California,"Pismo Beach, San Luis  Obispo County",surfing,M,19,N,Evening,R. Collier,0,surfing
02-Jul-2010,2010,Unprovoked,United States,California,"Dog Patch, San Onofre",stand-up paddleboarding,M,48,N,15h15,R. Collier,0,boarding
27-Jun-2010,2010,Unprovoked,United States,Texas,"Eight Mile Beach, Galveston",surfing,M,20,N,,KMBC,0,surfing
25-Jun-2010,2010,Unprovoked,United States,South Carolina,Fripp Island,boogie boarding,F,6,N,,"C. Creswell, GSAF",0,boarding
25-Jun-2010,2010,Unprovoked,United States,North Carolina,"Topsail Island, Pender County",swimming,F,13,N,13h00,"C. Creswell, GSAF",0,swimming
15-Jun-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,swimming,M,17,N,17h00,"Thanh Nien News, 5/15/2010",0,swimming
10-Jun-2010,2010,Unprovoked,United States,Florida,Jacksonville,boogie boarding,F,18,N,12h30,"Gwinnett Daily Post, 6/10/2010",0,boarding
06-Jun-2010,2010,Unprovoked,Australia,Western Australia,"Conspicuous Beach, Near Walpole",surfing,M,40,N,12h00,"The West Australian, 6/7/2010",0,surfing
Jun-2010,2010,Unprovoked,United States,Florida,"Ponte Vedra Beach, St Johns County",surfing,M,20,N,,"Florida Times-Union, 7/28/2010",0,surfing
30-May-2010,2010,Provoked,United States,Florida,Off Tarpon Springs,fishing,M,49,N,08h45,tbo.com,0,fishing
18-May-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,rescuing,F,58,N,18h00,"Thanh Nien, 5/21/2010",0,Other
18-May-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,swimming,F,60,N,18h00,"Thanh Nien, 5/21/2010",0,swimming
18-May-2010,2010,Unprovoked,Australia,New South Wales,Point Plomer,surfing,M,28,N,16h30,"Macleay Argus, 5/2/2010",0,surfing
03-May-2010,2010,Unprovoked,Madagascar,Antsiranana Province,"Ambatolaoka, Nosy Be Island",scuba diving,M,59,N,09h30,M.Touzel; Shark Attack Survivors,0,diving
01-May-2010,2010,Unprovoked,United States,Florida,New Smyrna Beach,wading,F,10,N,10h30,"S. Petersohn;J. Wheeler, 13 News, 5/4/2010",0,Other
28-Apr-2010,2010,Provoked,United States,Florida,Hanalei Bay,measuring sharks,M,29,N,Afternoon,"D. Guevara, WSVN-TV, 4/28/2010",0,Other
19-Apr-2010,2010,Unprovoked,United States,Hawaii,"Hanalei Bay, Kauai",surfing,M,68,N,16h00,"R. Collier, Honolulu Advertiser, 4/23/2010",0,surfing
13-Apr-2010,2010,Unprovoked,South Africa,Eastern Cape Province,"East Beach, Port Alfred",surfing,M,35,N,10h00,"Dispatch Now, 4/13/2010",0,surfing
04-Apr-2010,2010,Unprovoked,Egypt,Sinai Peninsula,Sharm El-Sheikh,swimming / treading water,M,24,N,14h00,"J. Elliott; Blackpool Gazette, 4/16/2010",0,swimming
 27-Mar-2010,2010,Unprovoked,Reunion,Saint-Benoit,Bittern,surfing,M,34,N,11h00,"C. Ekstander, GSAF",0,surfing
190Feb-2010,2010,Unprovoked,New Zealand,South Island,Tahunanui Beach,swimming,M,28,N,Night,"Nelson Mail, 2/23/2010",0,swimming
16-Feb-2010,2010,Unprovoked,South Africa,Eastern Cape Province,Yellow Sands Point,surfing,M,28,N,11h00,"Die Burger, 2/18/2010",0,surfing
15-Feb-2010,2010,Unprovoked,Fiji,Off Vanua Levu,Nara Reef,scuba diving,M,19,Y,09h30,"Fiji Times, 2/17/2010",1,diving
13-Feb-2010,2010,Unprovoked,Australia,Queensland,"Dent Island, Whitsundays",snorkeling,F,60,N,13h30,"Sydney Morning Herald, 2/14/2010",0,snorkeling
11-Feb-2010,2010,Unprovoked,Australia,New South Wales,"Mona Vale Beach, Sydney",surfing,M,46,N,08h00,"John West,       Taronga Zoo",0,surfing
Reported 06-Feb-2010,2010,Provoked,New Zealand,South Island,Cosy Nook,spearfishing,M,28,N,,"Southland Times, 2/6/2010",0,fishing
06-Feb-2010,2010,Unprovoked,Australia,New South Wales,Turners' Beach,body boarding,M,18,N,15h30,"K. Matthews, Lismore Northern Star, 2/10/2010",0,boarding
06-Feb-2010,2010,Provoked,United States,Florida,Riviera Beach,surf fishing / wading,M,28,N,15h00,"WPTV.com, 2/7/2010",0,surfing
03-Feb-2010,2010,Unprovoked,United States,Florida,"Stuart, Martin County",kite boarding,M,38,Y,15h44,"TC Palm, 2/3/2010",1,boarding
01-Feb-2010,2010,Provoked,New Zealand,South Island,Oreti Beach,boogie boarding,F,14,N,18h30,"R.D. Weeks, GSAF;   K. Ritchie, ABC News, 2/1/2010",0,boarding
31-Jan-2010,2010,Unprovoked,Brazil,Rio Grande Do Sul,"Atlantis Beach, Near Tramandai",surfing,M,29,N,,"C. Eksander, GSAF",0,surfing
27-Jan-2010,2010,Unprovoked,Australia,Queensland,Archie'S Beach,surfing,M,28,N,16h30,"C. Ekstander, GSAF; Bundberg News-Mail, 1/29/2010",0,surfing
22-Jan-2010,2010,Unprovoked,United Arab Emirates,Dubai,"Umm Suqeim Beach, Dubai",surfing,M,54,N,Evening,"C. Eksander, GSAF",0,surfing
22-Jan-2010,2010,Unprovoked,Australia,Victoria,Geelong,surfing,M,28,N,07h30,"C. Dickens, Geelong Advertiser, 1/25/2010",0,surfing
12-Jan-2010,2010,Unprovoked,South Africa,Western Province,Fish Hoek,standing,M,37,Y,15h15,"L. Cohen, Times Live, 1/12/2010",1,floating/standing
09-Jan-2010,2010,Unprovoked,Australia,Torres Strait,Thursday Island,snorkeling,F,9,N,,"Courier-Mail, 1/10/2009",0,snorkeling
09-Jan-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,,F,28,N,,"C. Eksander, GSAF",0,Unknown
09-Jan-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,,M,28,N,17h00,"C. Eksander, GSAF",0,Unknown
09-Jan-2010,2010,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,bathing,M,28,N,06h45,"C. Eksander, GSAF",0,swimming
06-Jan-2010,2010,Unprovoked,United States,Florida,Elliot Key,spearfishing,M,32,N,10h15,"WSVN-TV, 1/7/2010",0,fishing
05-Jan-2010,2010,Unprovoked,South Africa,Eastern Province,"Nahoon, East London",surfing,M,28,N,,"C. Eksander, GSAF",0,surfing
29-Dec-2009,2009,Unprovoked,South Africa,Eastern Cape  Province,Port Alfred,wading,M,20,N,08h30,"News24.com, 12/31/2009",0,Other
26-Dec-2009,2009,Provoked,Australia,New South Wales,Avoca Beach,swimming,M,55,N,11h00,"Express Advocate, 12/26/2009",0,swimming
22-Dec-2009,2009,Unprovoked,Mozambique,Maputo Province,Ponta Do Ouro,swimming,M,27,N,16h30,"Beeld, 12/29/2009",0,swimming
20-Dec-2009,2009,Watercraft,Australia,Queensland,Mudjimba Island,kayaking,M,28,N,11h00,"C. Eksander, GSAF",0,kayaking
20-Dec-2009,2009,Unprovoked,Australia,Queensland,Lamont Reef,spearfishing,M,18,N,07h30,"Brisbane Times, 12/20/2009",0,fishing
18-Dec-2009,2009,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. Johns",paddling on kneeboard,M,22,Y,14h30,"B. Jordan & A. Ferreira, Times Live, 12/21/2009",1,boarding
16-Dec-2009,2009,Unprovoked,New Zealand,South Island,Clark Island,swimming to shore from capsized kayak,M,24,Y,,"R.D. Weeks, GSAF",1,swimming
13-Dec-2009,2009,Unprovoked,Australia,New South Wales,Coffee Head,surfing,M,39,N,07h00,"Northern Star, 12/14/2009",0,surfing
12-Dec-2009,2009,Watercraft,Australia,New South Wales,Hawks Nest Beach,rowing,,28,N,07h30,"Herald Sun, 12/13/2009",0,Other
05-Dec-2009,2009,Provoked,United States,New Jersey,"Adventure Aquarium, Camden",diving,M,58,N,13h00,"R. Large; Philadelphia Daily News, 4/22/2010",0,Other
24-Nov-2009,2009,Unprovoked,United States,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",wading,M,10,N,Morning,My Fox Orlando,0,Other
16-Nov-2009,2009,Unprovoked,United States,California,"Loch Lomond, Marin County",fishing,M,31,N,16h45,"R. Collier, GSAF",0,fishing
16-Nov-2009,2009,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",surfing,M,22,N,09h30,"A. Pefley, Channel 12 News",0,surfing
13-Nov-2009,2009,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",surfing,F,27,N,16h30,"C. Scofield, WPTV.com",0,surfing
11-Nov-2009,2009,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,18,N,Afternoon,Captain S. Petersohn,0,surfing
08-Nov-2009,2009,Unprovoked,Australia,South Australia,Second Valley,kayaking,M,25,N,10h30,"Adelaide Now, 11/19/2009",0,kayaking
05-Nov-2009,2009,Unprovoked,United States,California,"Davenport, Santa Cruz County",surfing,M,21,N,Dusk,R. Collier,0,surfing
30-Oct-2009,2009,Watercraft,Australia,Victoria,Portland,kayaking,M,27,N,Morning,"The Age, 10/31/2009",0,kayaking
Reported 29-Oct-2009,2009,Unprovoked,Mozambique,Inhambane Province,Off Vilanculo,spearfishing,M,28,N,,R. Allen; J. Little,0,fishing
28-Oct-2009,2009,Unprovoked,Australia,New South Wales,Lennox Heads,paddle-boarding,F,17,N,07h00,"Northern Star, 10/30/2009",0,boarding
24-Oct-2009,2009,Unprovoked,United States,California,"San Onofre, San Diego County",surfing,M,28,N,17h30,R. Collier,0,surfing
19-Oct-2009,2009,Unprovoked,United States,Hawaii,"Kalama Park, Maui",surfing,M,54,N,06h00,"Star Bulletin, 10/19/2009",0,surfing
18-Oct-2009,2009,Unprovoked,Panama,Bocas,Playa La Cabaña,wading,F,10,N,18h30,A. Blaker,0,Other
17-Oct-2009,2009,Provoked,United Kingdom,Fife,Deep Sea World Aquarium,diving,M,23,N,14h45,"Telegraph.co.uk, 10/18/2009",0,Other
Reported 14-Oct-2009,2009,Unprovoked,Australia,Western Australia,nan,diving,M,23,N,,"BBC News, 10/19/2009",0,Other
09-Oct-2009,2009,Unprovoked,United States,California,"San Onofre State Beach, San Diego County",surfing,M,28,N,11h00,R. Collier,0,surfing
02-Oct-2009,2009,Provoked,United Kingdom,Devon,Mewstone Rock,fishing,M,39,N,12h50,"The Herald, 10/2/2009",0,fishing
26-Sep-2009,2009,Unprovoked,United States,Florida,"Key Colony Beach, Monroe County",swimming,M,28,N,17h30,keysnet.com,0,swimming
15-Sep-2009,2009,Provoked,Somalia,nan,300 Miles Off The Coast,fishing,M,28,N,,"SMCM, 9/20/2009",0,fishing
13-Sep-2009,2009,Provoked,Brazil,Pernambuco,"Piedade, Recife",,M,34,Y,,"C. Ekstander, GSAF",1,Unknown
12-Sep-2009,2009,Invalid,United States,North Carolina,"Corolla, Currituck County",swimming,M,60,Y,21h00,"C. Creswell, GSAF  ",1,swimming
07-Sep-2009,2009,Unprovoked,Brazil,Pernambuco,"Piedade, Recife","swimming, attempting to rescue a girl  believed to be drowning",M,15,Y,Afternoon,"C. Eksander, GSAF",1,swimming
